11,price,square,
375000,1,375,
375000,1.75,375,
304950,1.75,304.95,
676000,2.5,676,
200500,1.75,200.5,
140000,1,140,
770000,2.5,770,
440000,2.5,440,
380000,2,380,
259000,1.5,259,
290000,2,290,
490000,1,490,
565000,1.75,565,
770000,3,770,
227000,1.75,227,
429950,2.25,429.95,
299000,2.25,299,
215000,1.5,215,
400000,1,400,
864000,2.75,864,
330000,1.75,330,
580000,2.25,580,
318000,2.25,318,
202950,1,202.95,
519990,3.25,519.99,
518000,1.75,518,
158000,1,158,
437500,2.5,437.5,
358000,1.5,358,
555000,2.75,555,
539950,2.25,539.95,
785000,3.5,785,
1600000,3.25,1600,
513000,2.5,513,
950000,2.5,950,
357000,2.5,357,
534950,2.25,534.95,
521500,2.25,521.5,
605000,2.75,605,
385000,1.75,385,
665000,2.5,665,
435000,2.25,435,
1050000,2.5,1050,
751000,2.5,751,
285000,1.75,285,
649500,3,649.5,
349900,2.5,349.9,
1309500,2.5,1309.5,
799950,2.75,799.95,
372000,2.5,372,
368000,2.5,368,
633000,3.5,633,
240000,2,240,
834800,3.5,834.8,
487000,1.5,487,
866000,3.25,866,
705000,2.5,705,
270000,2.5,270,
760000,2.5,760,
530000,2.5,530,
625000,1.75,625,
215000,1,215,
590000,2.25,590,
715000,1,715,
615000,3.25,615,
399950,3,399.95,
405000,2.75,405,
272000,2.25,272,
660000,3.5,660,
805000,2.5,805,
295000,2.5,295,
518000,2.5,518,
536000,1.75,536,
300000,1.5,300,
277000,3,277,
497000,2.5,497,
699900,2.5,699.9,
320000,2.5,320,
440000,2.5,440,
306000,2.5,306,
289000,1.75,289,
677100,2,677.1,
542950,2.5,542.95,
1450000,3,1450,
295000,2.25,295,
389950,1.75,389.95,
415000,2.75,415,
505000,1,505,
607500,1.75,607.5,
425000,1,425,
155000,1,155,
470000,1.75,470,
515000,2.5,515,
324950,1.5,324.95,
1100000,2.25,1100,
1750000,3.25,1750,
676000,2,676,
749000,2,749,
268000,1.75,268,
185000,1,185,
340000,2,340,
261000,1.5,261,
319950,2.5,319.95,
598000,2.5,598,
235000,1,235,
317000,1,317,
294700,2,294.7,
265050,1.5,265.05,
440000,1,440,
179500,1,179.5,
386000,1.5,386,
639000,2.5,639,
199950,1,199.95,
255000,1,255,
700000,2.5,700,
294000,1,294,
705000,1.5,705,
540000,2,540,
615000,1.75,615,
300000,1,300,
252000,1,252,
326000,1.5,326,
240000,1.75,240,
560000,2.5,560,
630000,2.5,630,
872000,2.25,872,
389250,1.5,389.25,
402500,1,402.5,
485000,2.5,485,
301500,1,301.5,
518000,3,518,
751000,2.5,751,
293000,2.25,293,
390000,3,390,
415000,1.75,415,
189900,1,189.9,
758800,2.25,758.8,
465000,1.5,465,
829995,3.25,829.995,
735000,2.75,735,
575000,2.5,575,
418000,3,418,
1789950,3.75,1789.95,
604000,3,604,
399895,2.5,399.895,
630000,2,630,
340000,2.5,340,
2500000,3.25,2500,
474900,2.25,474.9,
675000,1.75,675,
180000,1,180,
415000,1,415,
638000,1.75,638,
1165000,2.5,1165,
564450,2.5,564.45,
500000,1,500,
397500,2.25,397.5,
625000,2.25,625,
751000,3,751,
322000,1,322,
250000,3,250,
515000,1.75,515,
197500,1,197.5,
498445,2.5,498.445,
250600,2.5,250.6,
502000,2.5,502,
170000,1,170,
630000,2.5,630,
605000,1.75,605,
1112500,4,1112.5,
240000,1,240,
682000,2.5,682,
765000,2.5,765,
437500,2.25,437.5,
463000,2,463,
470000,1.5,470,
720000,1,720,
1388000,1.25,1388,
452000,1.75,452,
265000,1.5,265,
530000,1.5,530,
567500,2.5,567.5,
649000,2.75,649,
551000,1,551,
225000,1.75,225,
805000,1.75,805,
1050000,2.5,1050,
1135000,2.75,1135,
386591,2.5,386.591,
559950,3,559.95,
239000,1.75,239,
150000,1,150,
638000,2,638,
370000,2.5,370,
1125000,3.75,1125,
429000,2.5,429,
345000,1,345,
1198000,3.5,1198,
575000,2.5,575,
265000,1.75,265,
452000,2.5,452,
320000,2.5,320,
439950,2.5,439.95,
475000,2,475,
660000,1.75,660,
1345000,3.25,1345,
390000,2,390,
625000,3.25,625,
655000,2.75,655,
500000,1.5,500,
590000,2,590,
2400000,2.5,2400,
685100,2.5,685.1,
525000,1.75,525,
355000,2.5,355,
339000,2,339,
320000,2.5,320,
546500,2.5,546.5,
400000,2.5,400,
975000,2.25,975,
220000,1.75,220,
795000,3.25,795,
600000,2.5,600,
346000,2,346,
199000,1,199,
530000,2,530,
2453500,3.5,2453.5,
258500,2,258.5,
165000,1.5,165,
315450,1.75,315.45,
500000,2.25,500,
310000,1,310,
470000,2.75,470,
299000,2.5,299,
270000,1.75,270,
406650,1,406.65,
231500,1,231.5,
755000,2.5,755,
607500,1.5,607.5,
340000,1.75,340,
450000,1.75,450,
190000,1,190,
550500,1.5,550.5,
235000,1.5,235,
657000,3,657,
400000,1.5,400,
585000,2.5,585,
1017000,1.75,1017,
489000,2.75,489,
215000,2.5,215,
1050000,2.75,1050,
640000,2.5,640,
870300,2.5,870.3,
346500,2.5,346.5,
300000,1.75,300,
453000,2,453,
295000,2.5,295,
672000,2.5,672,
215150,1,215.15,
374950,2.25,374.95,
464000,2.5,464,
275000,1,275,
403000,2.5,403,
606500,2.5,606.5,
287000,1.75,287,
995000,3.5,995,
335606,2.5,335.606,
925000,2.5,925,
1625000,3.75,1625,
375000,2.5,375,
565000,2.25,565,
350000,1.75,350,
1065000,2.75,1065,
705000,1.75,705,
384950,2.5,384.95,
280000,1,280,
417500,1.75,417.5,
319000,1,319,
379000,3.25,379,
400000,2.25,400,
895950,2.75,895.95,
514000,1.5,514,
301000,1,301,
800000,1.75,800,
210000,1,210,
405000,2.5,405,
431000,2,431,
1459000,4,1459,
319950,1.75,319.95,
693000,2.25,693,
260000,2.5,260,
748000,2.5,748,
84000,1,84,
740000,2.25,740,
185000,1,185,
299000,2.5,299,
322000,1.75,322,
395000,2.25,395,
325000,1,325,
510000,4.5,510,
827500,2.5,827.5,
360000,2,360,
635000,2.25,635,
563000,3,563,
1110000,4,1110,
560200,2.5,560.2,
297975,2.25,297.975,
313000,1.5,313,
629000,2.5,629,
775000,2.5,775,
345000,1,345,
365000,2.5,365,
375000,2,375,
265000,2,265,
716500,2.5,716.5,
355000,2.25,355,
485000,2.5,485,
1615000,3.25,1615,
407000,2.25,407,
600000,2.25,600,
359000,2.75,359,
278000,2.5,278,
485000,1.75,485,
242500,1,242.5,
583000,2.5,583,
191000,1,191,
220000,1.5,220,
250000,1,250,
254500,1,254.5,
279000,1,279,
329000,2.75,329,
425000,1,425,
324950,1.75,324.95,
308000,1,308,
310000,2.25,310,
356250,2.5,356.25,
365000,2.5,365,
490000,1.75,490,
1175000,2.5,1175,
590000,1.75,590,
557500,2,557.5,
323000,2.75,323,
239000,1,239,
714000,2.5,714,
458000,2.25,458,
375000,1.75,375,
302500,2.25,302.5,
295000,2,295,
285000,1.5,285,
905000,3.5,905,
875000,1,875,
445000,2.5,445,
600000,2.5,600,
343500,1.75,343.5,
550000,2,550,
229800,1.75,229.8,
455000,2,455,
1075000,4.75,1075,
144975,1,144.975,
677915,2,677.915,
187000,1,187,
549950,2.5,549.95,
1970000,3.5,1970,
533250,1.75,533.25,
848000,2.75,848,
325000,2.5,325,
720000,2.5,720,
260000,1,260,
544000,2.5,544,
219950,1,219.95,
209950,1,209.95,
395000,1,395,
775000,2.5,775,
1190000,3,1190,
1535000,3.25,1535,
576000,1,576,
510000,2.5,510,
1211000,2.5,1211,
465000,2.25,465,
850000,3.25,850,
196000,1,196,
255000,1,255,
179950,1,179.95,
230000,0.75,230,
480000,1.75,480,
335000,2.5,335,
1600000,3.5,1600,
350000,1,350,
226000,1,226,
229000,2.25,229,
425000,2.75,425,
550500,1.75,550.5,
669950,2.5,669.95,
3418800,5,3418.8,
310000,3,310,
600000,2.75,600,
1098000,3.5,1098,
286950,2.5,286.95,
415000,2.5,415,
789000,3,789,
409950,1.75,409.95,
350000,2.75,350,
631000,2,631,
445000,3,445,
1150000,3.25,1150,
245000,2.25,245,
330000,2.25,330,
505000,2,505,
2466350,4.75,2466.35,
810000,3.5,810,
335000,2.25,335,
208417,1,208.417,
657000,2.5,657,
245000,2,245,
345000,2.5,345,
640000,2.25,640,
333000,1,333,
326188,1,326.188,
1085000,1.5,1085,
610750,2.25,610.75,
515000,2.5,515,
252000,2,252,
1150000,4.5,1150,
1063000,4.5,1063,
560000,1.5,560,
696000,3.5,696,
535000,2.25,535,
1225000,4.5,1225,
390500,2.25,390.5,
795000,2.5,795,
330000,1.75,330,
325000,2.25,325,
420000,1.5,420,
432900,2.5,432.9,
691000,2.75,691,
525000,1,525,
517000,1,517,
154000,1,154,
421000,2.25,421,
225000,1,225,
575000,2.5,575,
265000,1,265,
212000,1.75,212,
471000,1.75,471,
385000,2.5,385,
825000,3,825,
338000,1,338,
365000,1.75,365,
642000,2.5,642,
503045,3,503.045,
275000,1,275,
313300,1,313.3,
545000,3.25,545,
310000,2.5,310,
2250000,4.25,2250,
435000,1,435,
537000,3,537,
875000,2.5,875,
425000,1,425,
330000,2.5,330,
399000,1.75,399,
312500,1.75,312.5,
215000,1.75,215,
139000,1.5,139,
834950,3.5,834.95,
350000,3.25,350,
269000,2.5,269,
520000,2.25,520,
625000,2.5,625,
560000,2,560,
1242000,3.5,1242,
2415000,4.75,2415,
530000,2.25,530,
443000,2.25,443,
450000,2.25,450,
1200000,1.75,1200,
396500,1.5,396.5,
790000,3.5,790,
435000,2.5,435,
525000,1.75,525,
118125,1,118.125,
300000,2.5,300,
415000,1.5,415,
392500,2.75,392.5,
331500,1.75,331.5,
270000,2.25,270,
415000,2.5,415,
312000,4,312,
300000,1,300,
480000,2.5,480,
705000,3,705,
507250,2.5,507.25,
399950,1.5,399.95,
1385000,3.5,1385,
241000,1,241,
2538000,3.5,2538,
515000,1,515,
739500,3.25,739.5,
220000,2.25,220,
650000,1.75,650,
360000,1.75,360,
545000,2,545,
255000,2.5,255,
200000,1,200,
284700,1,284.7,
742000,2.5,742,
253500,1,253.5,
386000,2.5,386,
1017000,2.5,1017,
475000,2.5,475,
439888,2,439.888,
310000,1,310,
203000,1,203,
365000,1.5,365,
1200000,3.25,1200,
710000,2.5,710,
275000,1,275,
490000,4.25,490,
396000,1.5,396,
645500,1,645.5,
303000,2.5,303,
515000,3.25,515,
260000,1.75,260,
299000,2.5,299,
442000,1.5,442,
1425000,3,1425,
285000,2,285,
550000,2.5,550,
515000,3,515,
275000,1,275,
349900,2.5,349.9,
489950,2.25,489.95,
830000,2.25,830,
367500,1,367.5,
549000,1.75,549,
970000,3,970,
497000,1.5,497,
460000,1,460,
562000,2.25,562,
275000,1,275,
851000,2.75,851,
650000,1.5,650,
805000,3,805,
310000,1,310,
446000,1,446,
236000,1.75,236,
546000,3,546,
265000,2.25,265,
509000,2,509,
355000,1.75,355,
565000,2.5,565,
200000,2,200,
950000,3.25,950,
600000,1,600,
865000,1.5,865,
564000,2,564,
425000,1.75,425,
450000,3,450,
715000,1,715,
327000,1.75,327,
850000,2.25,850,
350000,1.75,350,
650000,1,650,
446000,2.5,446,
670000,3,670,
410000,1.75,410,
430000,1.5,430,
405000,2.5,405,
424000,1,424,
249000,1.5,249,
252700,1.5,252.7,
900000,2,900,
306950,1,306.95,
503000,1,503,
205000,1.75,205,
324000,1,324,
358000,2.25,358,
171800,2,171.8,
315000,2.5,315,
260000,1.75,260,
284000,1.75,284,
550000,1,550,
357562,1.75,357.562,
859950,4,859.95,
309780,2.5,309.78,
880000,2.5,880,
425000,1,425,
268750,1,268.75,
690000,1.5,690,
660000,2,660,
255000,2.5,255,
130000,1,130,
391000,1,391,
271500,1.75,271.5,
619420,2.75,619.42,
135000,1,135,
950000,3.75,950,
700000,1.75,700,
224500,1,224.5,
994000,3.25,994,
443000,1,443,
367000,2.5,367,
310000,1.5,310,
160000,1,160,
325000,1,325,
459000,2,459,
460000,1.75,460,
817000,1.5,817,
680000,1.75,680,
285000,2.25,285,
673000,2.75,673,
435000,2,435,
775000,3.5,775,
272000,1,272,
171500,1,171.5,
392000,1,392,
365000,1.5,365,
355000,2.25,355,
550000,2.5,550,
640000,2.5,640,
465000,2.25,465,
441750,1.5,441.75,
528000,1.75,528,
265000,2.5,265,
425000,1.5,425,
270000,1,270,
400000,2.5,400,
252350,2,252.35,
289500,2.25,289.5,
865000,1.5,865,
262000,1.5,262,
425000,1.5,425,
340000,1.75,340,
525000,2.25,525,
420000,1.5,420,
320000,2,320,
279000,2.5,279,
530000,2.5,530,
453000,2.5,453,
314000,2.75,314,
1950000,2.5,1950,
580000,2.5,580,
360000,1.75,360,
437500,1,437.5,
306500,2.5,306.5,
625000,1.75,625,
590000,2.5,590,
940000,1,940,
235000,1.5,235,
285000,2.5,285,
1360000,3.5,1360,
411000,1.75,411,
475000,2.5,475,
663000,2.5,663,
954500,2.25,954.5,
230000,1.5,230,
781000,1.75,781,
373000,1.75,373,
988000,3,988,
390000,1.75,390,
506000,2.5,506,
700000,2.5,700,
1150000,1.75,1150,
240000,2,240,
449500,2,449.5,
485000,2.75,485,
263000,2.75,263,
510000,2.5,510,
780000,2.75,780,
507000,2.25,507,
245000,2.5,245,
490000,1,490,
400000,2,400,
280000,1.75,280,
525000,1.75,525,
550000,2.5,550,
279950,1.75,279.95,
809950,2.5,809.95,
250000,1,250,
570000,2.5,570,
245000,1.75,245,
205000,1,205,
899000,2.5,899,
320000,1.75,320,
525000,1.75,525,
624950,2.5,624.95,
625000,3,625,
510000,2.5,510,
329900,2.5,329.9,
309500,1.5,309.5,
249950,1.75,249.95,
900000,3.5,900,
495000,2.5,495,
390000,1.75,390,
455000,2.5,455,
246500,1.5,246.5,
899000,2.5,899,
279000,1.5,279,
372500,1.75,372.5,
559000,1.5,559,
856500,2.5,856.5,
838000,2.5,838,
254950,2.5,254.95,
539000,2,539,
460000,2.25,460,
685000,2.5,685,
427874,3,427.874,
520000,2.75,520,
280000,1,280,
283500,2.25,283.5,
443000,1,443,
1265000,3,1265,
615000,1.75,615,
419000,2.5,419,
320000,1.5,320,
269500,1.75,269.5,
1699990,3.75,1699.99,
815000,3,815,
670000,2.5,670,
589900,4.5,589.9,
370000,1.75,370,
350000,2.25,350,
810000,1.5,810,
670000,2.5,670,
650000,2.5,650,
3800000,5.5,3800,
216000,1,216,
390000,1.75,390,
452000,2.5,452,
324950,2.5,324.95,
560000,2.5,560,
286000,1.5,286,
354000,1,354,
968000,2.5,968,
620000,2.25,620,
297000,2.5,297,
624800,2,624.8,
563500,2.5,563.5,
476000,1.75,476,
330000,1,330,
458000,3,458,
650000,2.5,650,
202000,1,202,
557000,2.5,557,
772500,2.75,772.5,
928950,3.75,928.95,
1080000,3,1080,
799000,3,799,
407000,1,407,
350000,2.25,350,
261950,2.5,261.95,
959750,3,959.75,
610000,2.5,610,
596500,2.25,596.5,
707500,1,707.5,
295500,1.75,295.5,
285000,1,285,
645000,2.25,645,
955990,3.25,955.99,
765000,1,765,
445000,2.5,445,
220000,2.5,220,
475000,2.5,475,
950000,3,950,
221000,1,221,
380000,3.25,380,
1020000,3.5,1020,
680000,2.5,680,
190000,1.75,190,
399000,2.5,399,
665000,1,665,
405000,1.75,405,
902500,3.5,902.5,
724950,1.75,724.95,
1380000,4.25,1380,
1565000,4.5,1565,
660000,2.25,660,
623000,2.5,623,
299995,2.5,299.995,
359000,2.5,359,
529950,2.25,529.95,
1240000,4,1240,
558000,3.25,558,
270000,2.5,270,
315000,3,315,
285000,2,285,
229950,1.5,229.95,
345000,2,345,
509900,2.5,509.9,
275000,1,275,
235000,1,235,
369500,1,369.5,
1250000,2.75,1250,
390000,1.75,390,
350000,2.75,350,
590000,2.75,590,
205000,1,205,
499950,2.5,499.95,
482000,2.75,482,
715000,2.5,715,
335000,1,335,
278000,1,278,
200000,1,200,
1242500,2.75,1242.5,
244000,2,244,
390000,2,390,
665000,2.5,665,
674725,2.5,674.725,
1680000,3.5,1680,
425000,1,425,
416000,2.5,416,
419190,2.5,419.19,
394000,2.5,394,
715000,2.75,715,
270000,2.5,270,
275000,1.5,275,
302000,2.25,302,
270000,2.5,270,
481015,2.25,481.015,
235000,1,235,
430000,2.25,430,
470000,1.75,470,
240000,1.75,240,
249900,2,249.9,
331000,1,331,
305000,2.5,305,
322500,2.5,322.5,
235000,1,235,
460000,1,460,
360000,1.75,360,
222000,1.5,222,
664950,3,664.95,
469000,2.5,469,
580000,1,580,
674000,2.5,674,
250000,1.5,250,
154000,3,154,
1015000,3.25,1015,
315000,1,315,
320000,1,320,
435000,1.75,435,
640000,3,640,
272000,2.5,272,
730001,2,730.001,
468000,2,468,
545000,2.5,545,
798000,2.5,798,
495000,2,495,
290000,2,290,
435000,2,435,
420000,3,420,
570000,3,570,
509000,3,509,
279000,1,279,
505000,2.5,505,
513000,2.5,513,
220000,1.75,220,
280005,1.5,280.005,
344900,1.75,344.9,
323800,2.5,323.8,
340768,1.5,340.768,
425000,2.75,425,
600000,1.75,600,
595000,1.75,595,
1212500,3.5,1212.5,
1338750,2.75,1338.75,
330600,1,330.6,
579000,3.25,579,
925000,3.75,925,
277554,2.25,277.554,
349950,1,349.95,
935000,3.5,935,
451000,1.75,451,
529000,1.75,529,
279800,1.75,279.8,
512000,2.5,512,
377000,2.5,377,
310000,1.75,310,
699800,2.5,699.8,
133400,1,133.4,
475000,1.75,475,
785000,2.75,785,
442500,2.5,442.5,
269950,2.5,269.95,
399000,1,399,
218000,1,218,
241000,2,241,
375000,1.5,375,
926250,1.75,926.25,
5110800,5.25,5110.8,
175000,1,175,
665000,2,665,
975000,2.5,975,
470000,2.5,470,
795000,2.5,795,
445000,2,445,
780000,3.25,780,
369000,2.5,369,
245000,1,245,
320000,2,320,
437500,2.25,437.5,
160000,1,160,
537100,2.5,537.1,
420000,2,420,
600000,2.5,600,
290000,1,290,
753000,2.25,753,
255500,1,255.5,
1267500,3.5,1267.5,
634800,3,634.8,
645000,2,645,
551000,1,551,
600000,2.5,600,
559500,2.25,559.5,
1050000,4,1050,
420000,3,420,
585000,1.75,585,
344900,2.5,344.9,
370000,2.75,370,
442500,2.5,442.5,
410000,2.5,410,
400000,2,400,
540000,1.75,540,
885000,2.5,885,
925000,3,925,
196440,2,196.44,
510000,2.5,510,
395825,2.5,395.825,
485000,1,485,
259950,1,259.95,
689800,2.75,689.8,
635500,2,635.5,
387000,1.5,387,
435000,2.5,435,
215000,1,215,
275000,1.5,275,
364950,2.5,364.95,
305000,2.25,305,
175000,1,175,
210000,2,210,
293550,1.75,293.55,
537000,4.25,537,
495000,2,495,
651100,2.5,651.1,
440000,2.5,440,
520000,2.25,520,
464000,2.5,464,
875000,3.5,875,
586000,2.25,586,
718000,2.75,718,
515000,3,515,
133000,1,133,
2271150,3.25,2271.15,
950000,3.25,950,
1050000,3.25,1050,
825000,1,825,
540000,2.5,540,
535000,2,535,
282500,1,282.5,
199900,1.75,199.9,
680000,2,680,
175000,1,175,
540000,2.5,540,
300000,2.25,300,
407193,2,407.193,
260000,1.5,260,
342000,2.25,342,
315000,1,315,
957000,2.25,957,
287000,2.25,287,
550000,1,550,
782000,3.5,782,
1057000,2.75,1057,
338000,1.75,338,
815000,3.25,815,
420000,2.5,420,
400000,3,400,
520000,2,520,
441000,1,441,
465000,1.5,465,
3075000,5,3075,
535000,1,535,
312000,1,312,
554600,1.75,554.6,
390000,2.5,390,
295000,2.25,295,
875000,2.5,875,
175000,1,175,
527500,2.25,527.5,
610000,2.5,610,
535000,2.5,535,
680000,2.5,680,
359950,1.75,359.95,
529000,2.5,529,
550000,3,550,
611206,1,611.206,
535000,2.5,535,
700000,1.75,700,
554729,2.5,554.729,
490000,3.5,490,
981000,2.5,981,
215000,1,215,
552500,1,552.5,
675000,1.5,675,
250000,2.25,250,
615000,2.25,615,
235000,1,235,
451000,2.5,451,
267000,2.5,267,
429900,2.5,429.9,
535000,2,535,
221000,1,221,
160000,1,160,
315000,1,315,
515000,2.5,515,
675000,1.5,675,
550000,1.75,550,
580000,1.5,580,
490000,2.25,490,
260000,1.5,260,
645000,2.5,645,
380000,1.5,380,
405000,2.25,405,
300000,2.5,300,
516200,2,516.2,
790000,2.5,790,
168000,1,168,
159075,1.5,159.075,
410000,1,410,
477000,2,477,
935000,3.25,935,
255000,1,255,
480000,2.25,480,
1037000,3.5,1037,
700000,2.5,700,
336000,1,336,
324950,1.5,324.95,
465000,1.5,465,
210000,1,210,
621000,1,621,
538000,2.5,538,
739000,2.5,739,
300000,2.5,300,
470000,3.25,470,
540000,2.5,540,
404500,1,404.5,
379950,1.75,379.95,
635000,2.75,635,
447000,1,447,
1950000,2.75,1950,
288250,1.75,288.25,
547000,2.5,547,
164000,1,164,
335000,1.75,335,
445000,1.75,445,
334950,2.5,334.95,
425000,2.5,425,
575000,2.5,575,
1346400,1.75,1346.4,
166950,1,166.95,
558000,2.25,558,
456700,1.75,456.7,
563000,1.5,563,
433500,1.75,433.5,
520000,2.5,520,
161500,1,161.5,
359000,1,359,
544800,2.75,544.8,
275000,2.5,275,
580000,1.5,580,
860000,3.5,860,
574000,2.25,574,
405000,2.25,405,
333000,2.5,333,
472000,2.5,472,
485500,1.5,485.5,
300000,1,300,
560000,1,560,
365000,2.5,365,
212500,2,212.5,
500000,2.25,500,
335000,2.5,335,
679900,2.5,679.9,
480000,1,480,
610000,3.25,610,
525000,2,525,
662500,2.25,662.5,
330000,2.5,330,
840500,2,840.5,
935000,2,935,
195000,1.75,195,
505000,2.5,505,
550000,2.25,550,
582500,1,582.5,
505000,1,505,
335000,2.25,335,
646000,2.75,646,
375000,1,375,
195000,1.75,195,
612000,2.5,612,
423700,2.5,423.7,
270000,2.25,270,
290000,1.75,290,
625000,3,625,
324450,2,324.45,
665000,2.75,665,
439000,1,439,
989000,4.5,989,
464500,2.5,464.5,
744000,2.5,744,
860000,2.25,860,
700000,1.75,700,
945000,3.5,945,
474900,1,474.9,
335000,1,335,
490000,2.5,490,
202000,1,202,
561750,1.75,561.75,
520000,1.75,520,
435000,2.25,435,
539950,2.75,539.95,
710000,2,710,
380000,2.25,380,
354000,1,354,
264500,1.75,264.5,
720000,2.5,720,
1520000,3.5,1520,
589000,2.5,589,
499000,2.5,499,
294000,2,294,
237000,1.75,237,
432000,1,432,
330000,2.25,330,
75000,0,75,
900000,2.5,900,
479000,2.5,479,
699000,1.75,699,
288000,2.25,288,
525000,3.25,525,
302000,1,302,
476000,1,476,
1398000,2.5,1398,
459000,1,459,
362362,1,362.362,
291000,2.25,291,
534500,2.5,534.5,
865000,2,865,
471000,2.5,471,
690000,2.5,690,
205000,1.75,205,
499950,1.75,499.95,
309000,2.25,309,
400000,1.5,400,
325000,2.25,325,
375000,2.75,375,
525000,1,525,
556000,1.75,556,
405000,1.75,405,
249900,2.5,249.9,
380000,2.5,380,
359999,3,359.999,
401000,2.25,401,
670000,2.5,670,
619500,2.5,619.5,
557000,2.5,557,
875000,1.5,875,
532000,1,532,
330000,2.5,330,
249950,3,249.95,
352000,1.75,352,
232000,1,232,
249000,1.5,249,
430000,2.75,430,
285000,2.5,285,
699950,2.5,699.95,
400000,2.5,400,
597500,3,597.5,
595000,1.75,595,
445000,3.25,445,
420000,2.5,420,
289000,2.25,289,
845000,2,845,
765000,2.5,765,
593567,2.5,593.567,
430000,1,430,
506400,2.5,506.4,
1990000,3,1990,
750000,1.5,750,
460000,1.75,460,
550000,2.5,550,
495000,1.75,495,
785000,2,785,
459000,3,459,
260000,1.5,260,
620000,2,620,
265000,2.75,265,
312000,2.25,312,
630000,2.25,630,
305000,1.5,305,
535500,1.5,535.5,
2535000,3.25,2535,
719000,2.5,719,
707000,1.5,707,
150000,1,150,
339950,1,339.95,
340000,2.25,340,
575000,1.75,575,
349950,2.5,349.95,
305000,2.25,305,
1079000,3.25,1079,
3300000,6.25,3300,
440000,2.5,440,
800000,2.75,800,
393500,1.75,393.5,
147000,1.5,147,
360000,2.5,360,
478000,1.75,478,
335000,1.75,335,
432500,2.5,432.5,
427500,1,427.5,
925000,3,925,
516130,1.75,516.13,
295000,3.5,295,
555000,1.75,555,
437000,2.5,437,
540000,2.25,540,
229900,1,229.9,
637000,2.5,637,
440000,1,440,
557500,3.5,557.5,
520000,1,520,
273500,1.5,273.5,
438000,1,438,
1058800,2.75,1058.8,
560000,2,560,
1795000,3.25,1795,
500000,1,500,
659000,2,659,
320900,2.5,320.9,
535000,3.25,535,
269000,1,269,
653000,2.25,653,
275000,2,275,
502775,1.75,502.775,
382500,1,382.5,
460000,2.5,460,
282950,1,282.95,
216000,1.75,216,
268000,1.75,268,
940000,2.5,940,
382500,2.5,382.5,
800000,1.75,800,
787500,1.75,787.5,
437500,1,437.5,
431000,1,431,
845000,2.75,845,
535000,1,535,
329950,1.75,329.95,
340000,2.5,340,
584000,2.5,584,
550000,2.75,550,
305000,1,305,
525000,1,525,
720000,1.5,720,
440000,1,440,
385000,1.75,385,
474950,3,474.95,
725000,3.75,725,
795000,2.75,795,
1256500,2.5,1256.5,
453000,1.75,453,
850000,2,850,
1695000,3,1695,
1920000,2.5,1920,
479950,2.5,479.95,
1160000,3.75,1160,
299900,2.5,299.9,
290000,1.5,290,
425000,2.5,425,
339000,2.5,339,
330000,2.5,330,
1362500,2,1362.5,
588000,2.25,588,
625000,1.5,625,
229950,1,229.95,
229950,2,229.95,
1130000,2.5,1130,
605000,2.5,605,
310000,2.5,310,
370000,1.5,370,
775000,2.5,775,
650000,2.75,650,
255000,1,255,
452000,1,452,
317000,1.5,317,
600000,1,600,
429000,2.5,429,
622500,2.5,622.5,
450000,1.75,450,
482975,2.25,482.975,
362500,3.5,362.5,
417250,2.25,417.25,
600000,1.75,600,
299950,2.5,299.95,
312000,2,312,
721000,2.25,721,
359900,2.5,359.9,
208950,1,208.95,
339900,1.5,339.9,
599380,1.75,599.38,
430000,1.5,430,
366400,2.25,366.4,
750000,2,750,
356700,1,356.7,
695000,1.75,695,
260000,2.25,260,
613000,3.25,613,
572500,1.75,572.5,
625000,2.5,625,
327000,2.75,327,
462500,2,462.5,
525888,1.75,525.888,
422800,1.75,422.8,
125000,1,125,
167000,1,167,
480000,1.75,480,
447000,1,447,
380000,2,380,
338500,2.25,338.5,
237502,1,237.502,
664950,1.75,664.95,
129888,1,129.888,
315000,1.75,315,
497000,1,497,
778000,3,778,
414950,2.5,414.95,
182500,2.25,182.5,
363000,1.75,363,
1100000,3.75,1100,
547500,3.5,547.5,
810000,3.25,810,
337500,1,337.5,
330000,2.5,330,
420000,3,420,
529219,2.25,529.219,
355000,0.75,355,
330000,1,330,
607000,2,607,
550000,2.5,550,
407500,3.5,407.5,
530000,1.5,530,
321000,2.5,321,
462000,2.5,462,
865000,2.5,865,
837219,2.75,837.219,
265000,1,265,
511718,1.75,511.718,
478500,1,478.5,
247200,1.5,247.2,
409000,2.5,409,
675000,2.5,675,
765000,2.25,765,
204250,2.25,204.25,
438000,2.25,438,
560000,1.75,560,
282510,1,282.51,
525000,1.75,525,
2140000,3.75,2140,
244500,1.75,244.5,
695000,2.5,695,
339900,2.5,339.9,
146300,1,146.3,
700000,2,700,
538000,1.75,538,
1442500,2.5,1442.5,
470000,1,470,
455000,1.75,455,
719000,3,719,
467000,2.5,467,
1310000,3,1310,
680200,1.5,680.2,
421200,2.5,421.2,
1476000,2.25,1476,
780000,4,780,
230000,2,230,
290000,2.5,290,
355000,2.25,355,
950000,1.75,950,
1164000,3.5,1164,
257200,2,257.2,
270000,1.5,270,
685000,2,685,
235000,2,235,
510000,1,510,
580000,2.25,580,
399000,2,399,
265000,1.5,265,
437000,2,437,
560000,2.5,560,
525000,2.25,525,
130000,1,130,
255000,1.75,255,
350000,2.5,350,
575000,2.5,575,
539950,2,539.95,
